drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Mecozole80,Johnson & Johnson,1993,Anti-inflammatory,Inflammation reduction,"Insomnia, Nausea",830,Sublingual,Kidney impairment,Do not discontinue abruptly,471.58,cO782hU,2025-08-21,Moderate,Rejected
Daxoprofen19,Moderna Therapeutics,1994,Antihistamine,Pain relief,"Dizziness, Constipation, Diarrhea",370,Topical,Kidney impairment,Take with food,138.73,Cy846Zv,2025-08-09,Severe,Pending
Zylovir68,Merck & Co.,2018,Antipyretic,Allergy relief,Blurred vision,190,Sublingual,Kidney impairment,May cause drowsiness,19.72,dI424HH,2027-12-21,Severe,Rejected
Amoxzepam66,Moderna Therapeutics,1997,Antipyretic,Fungal infections,"Dizziness, Insomnia",230,Intravenous,Liver disease,Avoid sunlight exposure,100.64,sB448sl,2027-03-31,Moderate,Pending
Cefmab35,Johnson & Johnson,2019,Antifungal,Psychosis control,"Headache, Dry mouth",730,Topical,Heart disease,May cause drowsiness,345.7,bv187NZ,2027-08-30,Moderate,Rejected
Daxocillin76,GlaxoSmithKline,2000,Antiviral,Depression treatment,Fatigue,290,Topical,Seizures,Do not discontinue abruptly,208.03,WN787Ys,2028-01-31,Severe,Rejected
Daxomab47,Pfizer Inc.,2002,Antifungal,Bacterial infections,"Diarrhea, Dizziness",290,Rectal,High blood pressure,Monitor blood pressure,350.04,bt028rl,2026-08-02,Moderate,Pending
Viradipine83,Roche Holding AG,1996,Antifungal,Psychosis control,"Fatigue, Blurred vision",460,Topical,High blood pressure,May cause drowsiness,248.83,qG930cV,2028-03-22,Mild,Rejected
Loxoparin53,AstraZeneca,2013,Antidepressant,Allergy relief,Blurred vision,470,Intramuscular,Diabetes,Use with caution in elderly,468.91,wt915yv,2027-03-30,Moderate,Pending
Zylozole55,Bayer AG,2013,Antihistamine,Inflammation reduction,"Fatigue, Blurred vision, Constipation",10,Oral,Asthma,Avoid alcohol,116.56,sD219uS,2027-03-23,Severe,Rejected
Cefdipine66,GlaxoSmithKline,2011,Anti-inflammatory,Depression treatment,"Nausea, Diarrhea",70,Inhalation,Pregnancy,May cause drowsiness,140.58,Uf970RC,2026-11-30,Severe,Pending
Fenodipine59,Novartis AG,2020,Vaccine,Fever reduction,"Headache, Diarrhea",460,Oral,Allergic reaction,May cause drowsiness,337.31,PE442mx,2025-11-05,Severe,Rejected
Loxomab12,Moderna Therapeutics,2004,Antidepressant,Inflammation reduction,"Nausea, Insomnia",900,Sublingual,Liver disease,May affect fertility,201.06,DX354yn,2028-01-31,Mild,Rejected
Virastatin68,Merck & Co.,2002,Antiviral,Bacterial infections,"Blurred vision, Diarrhea, Fatigue",320,Oral,Seizures,May cause drowsiness,369.85,Ft837Xd,2026-11-27,Moderate,Pending
Viracillin53,GlaxoSmithKline,1993,Antipsychotic,Depression treatment,"Dizziness, Rash, Fatigue",340,Inhalation,Asthma,Avoid alcohol,383.98,Ul906cf,2026-09-13,Severe,Rejected
Rivacillin17,GlaxoSmithKline,2013,Antifungal,Allergy relief,Headache,670,Intramuscular,Allergic reaction,May affect fertility,123.75,IS692nq,2027-06-09,Mild,Rejected
Zyloparin67,Merck & Co.,2009,Antibiotic,Depression treatment,"Fatigue, Nausea, Diarrhea",770,Rectal,Kidney impairment,Do not discontinue abruptly,387.44,sG222ac,2025-08-12,Mild,Pending
Cefdipine33,Bayer AG,2014,Antipsychotic,Pain relief,"Blurred vision, Dizziness",800,Oral,Liver disease,Risk of addiction,64.18,NG960St,2028-02-08,Severe,Pending
Daxostatin60,Sanofi,1994,Antipsychotic,Depression treatment,"Dizziness, Nausea",390,Inhalation,High blood pressure,Monitor blood pressure,133.31,UK041Hq,2027-11-09,Mild,Approved
Seroxetine47,AstraZeneca,2019,Vaccine,Fungal infections,Fatigue,10,Intravenous,Pregnancy,Do not discontinue abruptly,27.73,ae226Js,2026-07-09,Moderate,Pending
Fenodipine90,Moderna Therapeutics,2015,Analgesic,Pain relief,"Diarrhea, Headache, Constipation",300,Inhalation,Asthma,May affect fertility,299.79,Td676GK,2026-04-24,Moderate,Approved
Mecodipine96,Merck & Co.,2015,Anti-inflammatory,Pain relief,"Blurred vision, Nausea",910,Sublingual,Bleeding disorders,Monitor blood pressure,122.51,ln696FT,2026-10-19,Moderate,Pending
Fenozole12,Johnson & Johnson,1995,Antihistamine,Fungal infections,"Headache, Dizziness, Diarrhea",620,Inhalation,Bleeding disorders,Monitor blood pressure,191.01,YU996IQ,2027-03-22,Moderate,Rejected
Zylozepam69,Bayer AG,2004,Anti-inflammatory,Bacterial infections,"Rash, Nausea",580,Inhalation,Kidney impairment,May affect fertility,245.86,Wd416xC,2028-02-12,Moderate,Rejected
Fenozepam72,Sanofi,1991,Anti-inflammatory,Viral infections,"Fatigue, Rash, Insomnia",550,Oral,Seizures,Monitor blood pressure,160.86,vt843GB,2026-07-27,Mild,Pending
Serostatin49,Novartis AG,1995,Antiviral,Bacterial infections,"Rash, Dizziness",30,Intramuscular,Diabetes,May cause drowsiness,205.22,ts633HA,2026-12-08,Mild,Rejected
Mecoparin46,Sanofi,1991,Anti-inflammatory,Fever reduction,Nausea,230,Oral,Asthma,Do not discontinue abruptly,310.06,qQ041Bs,2027-04-26,Moderate,Rejected
Fenovir55,Bayer AG,2006,Antifungal,Fever reduction,"Nausea, Dry mouth",80,Intramuscular,Seizures,Take with food,197.54,il034tj,2025-10-10,Moderate,Pending
Rivazepam43,Sanofi,2020,Antipyretic,Inflammation reduction,Fatigue,810,Rectal,High blood pressure,May affect fertility,58.56,kx788PY,2026-01-27,Severe,Pending
Daxozepam62,Sanofi,1995,Anti-inflammatory,Inflammation reduction,"Fatigue, Nausea",810,Intramuscular,High blood pressure,Avoid sunlight exposure,56.56,xn576vV,2027-10-05,Severe,Rejected
Viradipine30,Moderna Therapeutics,2022,Vaccine,Prevent infectious disease,"Dry mouth, Insomnia, Diarrhea",320,Rectal,Heart disease,Use with caution in elderly,422.48,Vt127GC,2026-12-29,Moderate,Approved
Zylomab45,Roche Holding AG,2024,Antidepressant,Psychosis control,"Dry mouth, Fatigue, Blurred vision",250,Intramuscular,Kidney impairment,Avoid alcohol,73.58,YF297Bd,2026-01-12,Severe,Pending
Rivavir52,Sanofi,2006,Analgesic,Depression treatment,Headache,970,Oral,Asthma,May affect fertility,179.0,so065nd,2027-12-16,Moderate,Approved
Zylozole39,Moderna Therapeutics,1992,Antibiotic,Psychosis control,"Dry mouth, Nausea",430,Intramuscular,Liver disease,Risk of addiction,238.43,BX275Pp,2025-10-16,Mild,Approved
Cefzole24,Sanofi,2002,Antifungal,Inflammation reduction,Diarrhea,570,Oral,Liver disease,Use with caution in elderly,355.98,sG619Qs,2027-12-29,Mild,Approved
Amoxstatin17,Sanofi,2018,Antihistamine,Inflammation reduction,Nausea,580,Intramuscular,Asthma,Risk of addiction,367.51,Bf813Pi,2028-03-24,Mild,Pending
Daxoxetine56,AstraZeneca,2022,Antihistamine,Fever reduction,Fatigue,490,Inhalation,Asthma,Do not operate machinery,65.15,Um663Ev,2027-11-08,Severe,Rejected
Cefcillin92,Roche Holding AG,1997,Antibiotic,Fungal infections,"Rash, Nausea, Fatigue",130,Topical,Seizures,Avoid alcohol,289.43,zJ499qE,2027-03-20,Moderate,Approved
Fenovir28,Roche Holding AG,2008,Antipyretic,Psychosis control,"Blurred vision, Diarrhea",560,Intramuscular,Allergic reaction,Avoid sunlight exposure,82.0,DA593lw,2027-09-11,Moderate,Approved
Viraxetine19,Pfizer Inc.,2020,Antifungal,Prevent infectious disease,Rash,770,Sublingual,Seizures,Avoid alcohol,129.72,jS798kc,2028-06-14,Mild,Approved
Amoxvir87,Johnson & Johnson,1996,Antidepressant,Pain relief,Dizziness,560,Sublingual,Asthma,Risk of addiction,121.52,yn443zD,2027-08-29,Severe,Rejected
Daxostatin28,Johnson & Johnson,1991,Antipsychotic,Fungal infections,"Headache, Insomnia",120,Intramuscular,Bleeding disorders,Avoid alcohol,258.8,sB399gR,2028-05-20,Moderate,Approved
Loxoxetine57,AstraZeneca,2022,Analgesic,Pain relief,Insomnia,210,Rectal,Bleeding disorders,Take with food,171.03,ad788Fe,2028-07-02,Severe,Pending
Cefcillin66,Roche Holding AG,2009,Antidepressant,Viral infections,Blurred vision,110,Oral,Diabetes,Avoid alcohol,194.72,ie380qS,2026-09-09,Severe,Approved
Amoxmab92,Sanofi,2022,Antibiotic,Viral infections,Constipation,970,Sublingual,Kidney impairment,Avoid alcohol,48.8,VU140Rc,2026-11-16,Severe,Approved
Mecoprofen57,AstraZeneca,2022,Antihistamine,Prevent infectious disease,Dizziness,170,Intramuscular,Kidney impairment,Avoid sunlight exposure,394.19,oU236xw,2027-03-22,Severe,Pending
Loxoprofen22,AstraZeneca,2007,Antifungal,Fever reduction,"Blurred vision, Rash, Dry mouth",920,Topical,Liver disease,Use with caution in elderly,49.32,oi575XF,2026-07-30,Moderate,Pending
Rivazepam51,Bayer AG,2004,Vaccine,Bacterial infections,Diarrhea,820,Topical,Diabetes,Use with caution in elderly,376.58,VD865mw,2025-11-24,Mild,Pending
Cefprofen87,Moderna Therapeutics,1997,Antifungal,Viral infections,"Dry mouth, Insomnia, Fatigue",760,Rectal,Asthma,Avoid sunlight exposure,204.7,Qi582YF,2028-01-07,Severe,Pending
Cefcillin76,Pfizer Inc.,1994,Antipsychotic,Fungal infections,"Rash, Diarrhea",600,Intramuscular,Pregnancy,Risk of addiction,495.27,oC837qe,2025-12-18,Mild,Rejected
Viraprofen97,Merck & Co.,2017,Antibiotic,Inflammation reduction,Insomnia,90,Rectal,Seizures,Do not discontinue abruptly,353.12,mg093GN,2027-04-27,Moderate,Rejected
Rivaprofen26,Roche Holding AG,2004,Antiviral,Prevent infectious disease,"Blurred vision, Rash",780,Rectal,Pregnancy,Do not operate machinery,381.04,Np099ZN,2027-03-01,Severe,Pending
Fenovir13,Roche Holding AG,1997,Antidepressant,Depression treatment,"Dry mouth, Fatigue, Dizziness",100,Sublingual,Liver disease,Monitor blood pressure,162.79,Oz155vR,2028-05-15,Severe,Approved
Fenoparin73,Bayer AG,2000,Antipyretic,Fever reduction,"Headache, Rash",600,Intramuscular,Asthma,Avoid alcohol,181.54,MO282Sh,2028-05-03,Moderate,Pending
Daxovir25,Novartis AG,2020,Antihistamine,Pain relief,Insomnia,170,Inhalation,Asthma,Monitor blood pressure,111.85,FK153XI,2026-09-01,Mild,Approved
Fenozepam59,Pfizer Inc.,2003,Antihistamine,Pain relief,"Fatigue, Nausea, Headache",520,Inhalation,High blood pressure,Do not operate machinery,56.8,Ye315az,2025-09-23,Moderate,Approved
Fenomab98,Pfizer Inc.,2006,Antipsychotic,Prevent infectious disease,"Diarrhea, Insomnia, Dry mouth",220,Sublingual,Seizures,Do not discontinue abruptly,56.25,Ko480Eb,2025-10-27,Severe,Pending
Mecoxetine40,Roche Holding AG,1992,Antibiotic,Psychosis control,"Blurred vision, Diarrhea",580,Intramuscular,Bleeding disorders,Do not discontinue abruptly,250.52,iN696DZ,2028-07-24,Moderate,Pending
Fenovir47,Roche Holding AG,2006,Antihistamine,Bacterial infections,"Diarrhea, Dizziness, Headache",700,Oral,Kidney impairment,Use with caution in elderly,212.8,Pw343Kx,2026-03-24,Moderate,Rejected
Zylozepam82,Moderna Therapeutics,2003,Antibiotic,Fungal infections,"Fatigue, Nausea, Rash",540,Sublingual,Heart disease,Use with caution in elderly,205.75,cq181Rd,2025-11-13,Mild,Pending
Amoxdipine16,Sanofi,2022,Antihistamine,Prevent infectious disease,Rash,160,Intramuscular,Pregnancy,Do not operate machinery,31.92,Nl848Qu,2025-10-20,Moderate,Rejected
Rivacillin18,Moderna Therapeutics,1992,Analgesic,Viral infections,Diarrhea,420,Topical,Asthma,Do not discontinue abruptly,88.17,bf360aw,2028-01-30,Severe,Approved
Mecoparin60,Sanofi,1992,Antipyretic,Fungal infections,"Fatigue, Rash",150,Inhalation,High blood pressure,Do not operate machinery,299.76,HV582Ar,2026-08-18,Moderate,Rejected
Amoxparin58,Sanofi,2019,Antibiotic,Inflammation reduction,Blurred vision,100,Rectal,Pregnancy,Use with caution in elderly,388.83,Ei399YV,2028-05-19,Moderate,Pending
Loxovir85,AstraZeneca,2017,Antidepressant,Prevent infectious disease,Dry mouth,730,Intramuscular,Liver disease,Monitor blood pressure,169.64,HU263la,2025-09-02,Mild,Pending
Fenomab83,Johnson & Johnson,1991,Antihistamine,Prevent infectious disease,Insomnia,800,Topical,Allergic reaction,Monitor blood pressure,209.99,nz286GH,2027-11-19,Mild,Approved
Daxodipine62,Moderna Therapeutics,1991,Vaccine,Psychosis control,"Headache, Insomnia, Constipation",240,Intramuscular,Pregnancy,Use with caution in elderly,280.27,ii200Mu,2027-03-23,Severe,Pending
Mecozole43,Moderna Therapeutics,1994,Antidepressant,Inflammation reduction,Insomnia,950,Intramuscular,Heart disease,Do not discontinue abruptly,221.32,DI068hN,2026-04-01,Mild,Approved
Daxostatin18,Novartis AG,2005,Anti-inflammatory,Psychosis control,Headache,550,Rectal,Allergic reaction,May cause drowsiness,158.72,NU856jv,2028-05-20,Moderate,Approved
Rivaparin13,Sanofi,2012,Antibiotic,Fungal infections,"Fatigue, Dry mouth",70,Oral,Heart disease,Avoid sunlight exposure,202.91,Ir110BO,2025-08-12,Mild,Approved
Rivaxetine77,AstraZeneca,1991,Antidepressant,Pain relief,Constipation,200,Topical,Asthma,Do not operate machinery,475.11,iY881Xk,2025-12-16,Severe,Pending
Zyloxetine98,Novartis AG,2011,Antifungal,Depression treatment,"Insomnia, Headache, Dizziness",320,Rectal,Diabetes,Do not discontinue abruptly,176.5,Uo062ax,2027-03-12,Mild,Rejected
Rivastatin62,Merck & Co.,1990,Anti-inflammatory,Inflammation reduction,Constipation,730,Intravenous,Liver disease,Take with food,100.84,rg269xM,2027-02-10,Moderate,Approved
Rivaxetine11,Sanofi,2013,Antibiotic,Depression treatment,"Diarrhea, Headache",330,Oral,Asthma,Risk of addiction,254.49,JD495Gt,2026-10-22,Severe,Rejected
Zyloprofen77,Moderna Therapeutics,1999,Antipsychotic,Prevent infectious disease,"Fatigue, Dry mouth, Rash",290,Intramuscular,High blood pressure,Take with food,131.75,Bi937DH,2027-04-17,Moderate,Approved
Rivastatin76,Bayer AG,2015,Antidepressant,Inflammation reduction,"Insomnia, Nausea",20,Intramuscular,Pregnancy,Do not operate machinery,266.38,JI212Yt,2026-09-12,Severe,Rejected
Cefvir57,Novartis AG,1992,Analgesic,Fever reduction,"Diarrhea, Dizziness",910,Intramuscular,Bleeding disorders,Do not operate machinery,294.19,hs502gu,2025-12-14,Severe,Approved
Loxocillin32,Moderna Therapeutics,2023,Antifungal,Prevent infectious disease,"Rash, Dry mouth",700,Intravenous,Pregnancy,Monitor blood pressure,81.08,Ng413ep,2028-01-26,Mild,Approved
Viraparin98,Moderna Therapeutics,2023,Antipsychotic,Fungal infections,"Headache, Insomnia, Rash",10,Sublingual,Diabetes,Avoid sunlight exposure,466.74,iI448Tl,2028-01-15,Moderate,Rejected
Daxodipine55,Moderna Therapeutics,2012,Anti-inflammatory,Fungal infections,"Dry mouth, Headache, Rash",830,Intramuscular,Asthma,Avoid alcohol,363.24,NX775nC,2027-06-17,Mild,Pending
Loxodipine53,Merck & Co.,2013,Antiviral,Psychosis control,Dry mouth,490,Topical,High blood pressure,Do not discontinue abruptly,256.77,iN527DJ,2028-03-14,Severe,Approved
Loxomab10,Roche Holding AG,1993,Antipyretic,Inflammation reduction,Diarrhea,500,Oral,Bleeding disorders,Risk of addiction,290.28,RI646fs,2027-08-02,Mild,Pending
Zylocillin56,AstraZeneca,1990,Anti-inflammatory,Viral infections,"Headache, Blurred vision, Dizziness",410,Intravenous,Kidney impairment,Do not discontinue abruptly,200.6,mi767sI,2027-02-16,Mild,Approved
Fenoxetine22,GlaxoSmithKline,2007,Analgesic,Viral infections,"Nausea, Dry mouth",460,Oral,Seizures,May affect fertility,316.34,rN287RJ,2028-03-19,Severe,Rejected
Cefvir94,AstraZeneca,2021,Antipsychotic,Allergy relief,"Fatigue, Diarrhea, Rash",880,Rectal,Diabetes,Do not operate machinery,132.8,IJ015bF,2028-04-20,Moderate,Approved
Mecoparin96,GlaxoSmithKline,2007,Antibiotic,Psychosis control,"Dry mouth, Nausea, Headache",710,Intramuscular,Kidney impairment,Monitor blood pressure,278.21,du624oB,2027-01-17,Moderate,Rejected
Daxodipine26,Merck & Co.,2010,Antipsychotic,Allergy relief,Headache,610,Inhalation,Bleeding disorders,Avoid sunlight exposure,80.53,hd627LO,2026-05-19,Moderate,Rejected
Rivastatin10,Bayer AG,2012,Antifungal,Prevent infectious disease,"Dry mouth, Rash, Blurred vision",660,Sublingual,Asthma,Monitor blood pressure,335.51,OA280Is,2025-11-08,Moderate,Pending
Fenozole69,Bayer AG,2022,Antifungal,Allergy relief,"Insomnia, Constipation, Nausea",740,Inhalation,High blood pressure,May cause drowsiness,13.42,mx583Xb,2026-11-26,Severe,Approved
Amoxzole90,Johnson & Johnson,2000,Analgesic,Depression treatment,Headache,820,Oral,Allergic reaction,Avoid alcohol,290.73,PD910bm,2028-01-06,Severe,Rejected
Fenovir48,Merck & Co.,2000,Antipsychotic,Prevent infectious disease,"Diarrhea, Blurred vision",500,Intravenous,Liver disease,May affect fertility,237.69,Mb080Md,2026-03-26,Moderate,Pending
Zylodipine29,Roche Holding AG,2005,Antihistamine,Fungal infections,"Headache, Diarrhea",950,Sublingual,Kidney impairment,Do not operate machinery,437.83,RN724og,2025-09-21,Moderate,Pending
Fenomab49,AstraZeneca,2002,Antibiotic,Pain relief,"Insomnia, Dry mouth",270,Oral,Liver disease,May cause drowsiness,433.17,zw422kd,2027-04-26,Moderate,Pending
Amoxvir76,AstraZeneca,2013,Antiviral,Fever reduction,"Diarrhea, Rash, Constipation",310,Rectal,High blood pressure,Risk of addiction,88.57,Dr145wx,2026-08-25,Moderate,Approved
Fenoxetine90,Merck & Co.,1996,Antifungal,Viral infections,"Rash, Headache, Blurred vision",10,Intravenous,Kidney impairment,Avoid sunlight exposure,439.7,jY620aY,2028-01-27,Moderate,Pending
Fenozole50,Novartis AG,2004,Analgesic,Pain relief,Blurred vision,950,Inhalation,Bleeding disorders,Risk of addiction,234.6,ks688iH,2026-03-08,Mild,Rejected
Mecostatin40,Pfizer Inc.,1993,Vaccine,Depression treatment,"Dizziness, Constipation",180,Intramuscular,Diabetes,May cause drowsiness,233.71,ih674hH,2028-01-04,Mild,Approved
Viraparin94,Moderna Therapeutics,1997,Analgesic,Viral infections,"Fatigue, Insomnia, Blurred vision",40,Sublingual,Bleeding disorders,Use with caution in elderly,330.68,SS017Ta,2027-02-27,Mild,Rejected
Viradipine57,Roche Holding AG,1994,Antihistamine,Bacterial infections,"Dizziness, Rash",820,Intravenous,Asthma,May cause drowsiness,240.27,EH773kg,2027-11-12,Moderate,Rejected
Loxozole77,GlaxoSmithKline,2018,Antipsychotic,Inflammation reduction,Fatigue,360,Intravenous,Kidney impairment,Take with food,234.25,QY035Bm,2025-08-03,Moderate,Rejected
Loxomab17,Johnson & Johnson,2003,Vaccine,Inflammation reduction,"Diarrhea, Blurred vision",820,Intramuscular,Kidney impairment,Monitor blood pressure,381.47,xT470NN,2027-08-12,Severe,Approved
Virastatin68,Sanofi,2000,Analgesic,Depression treatment,"Insomnia, Dry mouth, Headache",640,Intramuscular,Diabetes,Take with food,368.66,LD319Nz,2025-12-13,Severe,Approved
Loxozole87,Pfizer Inc.,2017,Antidepressant,Inflammation reduction,Blurred vision,150,Topical,Bleeding disorders,May affect fertility,428.74,xA990SE,2027-05-27,Mild,Pending
Daxodipine97,GlaxoSmithKline,1991,Antiviral,Depression treatment,Constipation,110,Oral,Pregnancy,Avoid sunlight exposure,254.91,Sq662Ij,2027-08-29,Moderate,Rejected
Rivamab71,Moderna Therapeutics,2000,Vaccine,Viral infections,"Insomnia, Dry mouth",290,Rectal,Allergic reaction,Use with caution in elderly,55.01,hX170bi,2026-03-10,Mild,Rejected
Rivazole11,Merck & Co.,2001,Vaccine,Prevent infectious disease,"Insomnia, Dizziness, Blurred vision",20,Intramuscular,Diabetes,Avoid sunlight exposure,157.44,pe566EE,2026-01-30,Moderate,Pending
Amoxzepam43,Merck & Co.,2019,Anti-inflammatory,Fever reduction,Insomnia,460,Rectal,Kidney impairment,Avoid sunlight exposure,197.44,Yd584Yt,2027-09-18,Mild,Pending
Mecoxetine73,Sanofi,2023,Antifungal,Viral infections,"Rash, Constipation, Dizziness",750,Oral,Seizures,Risk of addiction,148.51,mA100uY,2025-09-27,Severe,Pending
Serozepam55,Bayer AG,2004,Anti-inflammatory,Fever reduction,"Rash, Dry mouth",130,Intramuscular,Asthma,Avoid alcohol,2.96,TY055uL,2027-03-20,Moderate,Pending
Loxozole76,Roche Holding AG,2021,Vaccine,Depression treatment,Blurred vision,750,Intramuscular,Heart disease,May cause drowsiness,14.87,xw052yN,2027-10-27,Mild,Pending
Loxoprofen19,Roche Holding AG,1995,Anti-inflammatory,Psychosis control,Headache,860,Intravenous,Diabetes,Do not operate machinery,178.08,lP793zZ,2028-07-29,Mild,Approved
Daxomab78,Moderna Therapeutics,1999,Antifungal,Prevent infectious disease,"Constipation, Dry mouth, Insomnia",240,Oral,Pregnancy,May affect fertility,446.59,sg768qb,2026-12-10,Severe,Approved
Daxoxetine82,AstraZeneca,2007,Vaccine,Pain relief,"Diarrhea, Constipation",950,Intravenous,Kidney impairment,Take with food,405.34,zn181AN,2027-06-18,Severe,Pending
Daxocillin14,AstraZeneca,2002,Antipyretic,Allergy relief,"Blurred vision, Headache",770,Sublingual,Bleeding disorders,Take with food,240.12,lQ923Ky,2026-01-05,Mild,Pending
Zylocillin63,Roche Holding AG,2024,Antipsychotic,Bacterial infections,Constipation,340,Inhalation,Kidney impairment,Do not discontinue abruptly,276.85,sn129NR,2027-02-19,Moderate,Rejected
Virastatin84,AstraZeneca,1990,Antidepressant,Inflammation reduction,"Blurred vision, Dry mouth",550,Intravenous,Liver disease,Use with caution in elderly,456.34,Le307Xy,2025-09-02,Moderate,Approved
Serovir99,Merck & Co.,2015,Antifungal,Psychosis control,"Dizziness, Blurred vision",200,Intravenous,Heart disease,Avoid alcohol,41.55,ha940XS,2027-09-03,Mild,Approved
Mecovir40,Moderna Therapeutics,2024,Anti-inflammatory,Allergy relief,Fatigue,420,Inhalation,Liver disease,Do not discontinue abruptly,309.86,JJ698ia,2027-07-23,Moderate,Pending
Rivadipine19,Novartis AG,2014,Antibiotic,Viral infections,"Rash, Dry mouth, Dizziness",350,Rectal,Allergic reaction,Avoid alcohol,185.5,zM662lU,2026-12-16,Mild,Rejected
Amoxzepam22,Johnson & Johnson,2002,Analgesic,Allergy relief,Dry mouth,230,Inhalation,Bleeding disorders,Monitor blood pressure,28.25,tM117cc,2025-09-12,Severe,Pending
Daxozepam62,Sanofi,2001,Antihistamine,Pain relief,"Nausea, Dry mouth, Insomnia",970,Oral,Kidney impairment,Avoid alcohol,85.92,yH010kM,2028-01-24,Mild,Approved
Daxovir88,GlaxoSmithKline,1998,Antihistamine,Psychosis control,"Blurred vision, Insomnia",340,Intravenous,Pregnancy,Do not discontinue abruptly,478.74,Dr479UF,2028-02-20,Severe,Rejected
Fenocillin72,Sanofi,2011,Antihistamine,Bacterial infections,Blurred vision,180,Intravenous,Bleeding disorders,Do not discontinue abruptly,476.75,yM455Ch,2027-10-08,Moderate,Rejected
Rivacillin98,AstraZeneca,2024,Antiviral,Psychosis control,Constipation,30,Intramuscular,Heart disease,Do not discontinue abruptly,68.98,Af496si,2028-06-21,Moderate,Rejected
Cefmab34,Bayer AG,2001,Antidepressant,Viral infections,"Headache, Diarrhea, Fatigue",720,Rectal,High blood pressure,Avoid sunlight exposure,279.18,Jh244jf,2027-07-18,Mild,Approved
Cefprofen90,Roche Holding AG,1997,Antipsychotic,Prevent infectious disease,Dry mouth,350,Topical,Bleeding disorders,Monitor blood pressure,311.0,ZG411En,2026-02-27,Severe,Pending
Loxoparin17,Pfizer Inc.,2019,Antiviral,Bacterial infections,"Fatigue, Blurred vision",690,Inhalation,Pregnancy,Take with food,246.1,ew682Bk,2026-08-07,Mild,Approved
Amoxstatin72,Moderna Therapeutics,2008,Antidepressant,Allergy relief,"Rash, Diarrhea",800,Intramuscular,Kidney impairment,Risk of addiction,331.11,WW621gK,2026-03-31,Severe,Approved
Amoxvir24,Merck & Co.,2009,Anti-inflammatory,Bacterial infections,"Nausea, Rash",640,Intramuscular,Seizures,Take with food,222.68,AM438cg,2025-08-27,Moderate,Approved
Rivaxetine31,Novartis AG,2013,Antiviral,Fungal infections,"Headache, Dry mouth",500,Rectal,Heart disease,Avoid sunlight exposure,390.87,xJ067Qb,2028-07-28,Severe,Approved
Serozole56,Merck & Co.,1997,Antipsychotic,Pain relief,"Rash, Nausea",650,Inhalation,Bleeding disorders,Take with food,340.15,iP390Cl,2027-03-08,Severe,Pending
Fenozole20,Bayer AG,2002,Antifungal,Allergy relief,"Dry mouth, Insomnia, Constipation",100,Sublingual,Heart disease,May cause drowsiness,138.49,ps958oj,2027-08-27,Severe,Pending
Viravir42,AstraZeneca,1991,Vaccine,Prevent infectious disease,"Nausea, Blurred vision",910,Intravenous,Seizures,Monitor blood pressure,466.36,wN998gd,2026-07-19,Moderate,Approved
Daxoprofen83,Bayer AG,2006,Analgesic,Fungal infections,Constipation,10,Intravenous,Liver disease,Monitor blood pressure,387.85,hh727fX,2027-12-23,Mild,Approved
Fenozole65,Bayer AG,2001,Anti-inflammatory,Depression treatment,"Headache, Dry mouth",580,Intramuscular,Pregnancy,Avoid alcohol,111.52,Cc823wS,2025-08-07,Moderate,Pending
Amoxzepam47,Novartis AG,1997,Vaccine,Depression treatment,Insomnia,430,Topical,Liver disease,Monitor blood pressure,26.8,dW083fL,2028-06-10,Mild,Rejected
Rivaprofen69,AstraZeneca,2014,Analgesic,Prevent infectious disease,"Fatigue, Rash",790,Topical,Kidney impairment,May cause drowsiness,334.11,If526IG,2027-07-05,Moderate,Pending
Rivaparin39,GlaxoSmithKline,2008,Antihistamine,Viral infections,"Diarrhea, Nausea",740,Intravenous,High blood pressure,Do not operate machinery,393.73,DW747dl,2027-04-13,Mild,Rejected
Daxozole15,Moderna Therapeutics,2015,Antipyretic,Viral infections,Diarrhea,310,Oral,Seizures,Use with caution in elderly,127.14,Ds891SU,2026-06-24,Severe,Pending
Virazole38,GlaxoSmithKline,2002,Anti-inflammatory,Pain relief,"Nausea, Blurred vision, Rash",970,Topical,Diabetes,Take with food,58.89,jz375MU,2028-07-20,Moderate,Approved
Fenoprofen42,Pfizer Inc.,2004,Vaccine,Fever reduction,"Fatigue, Rash, Headache",330,Oral,Allergic reaction,Avoid alcohol,75.88,KM888jO,2026-04-08,Severe,Approved
Mecomab85,Sanofi,2008,Antiviral,Viral infections,Dizziness,150,Intramuscular,Allergic reaction,Use with caution in elderly,132.68,hu780ak,2026-12-30,Severe,Approved
Serostatin70,Johnson & Johnson,2011,Analgesic,Inflammation reduction,"Blurred vision, Constipation, Insomnia",100,Topical,Bleeding disorders,Monitor blood pressure,6.06,ZQ832EM,2026-02-10,Severe,Rejected
Viravir99,Johnson & Johnson,2007,Antifungal,Inflammation reduction,Headache,700,Sublingual,Pregnancy,Do not discontinue abruptly,52.5,br507fd,2026-04-07,Moderate,Approved
Daxomab63,Sanofi,2004,Analgesic,Bacterial infections,"Dizziness, Blurred vision",490,Intravenous,Heart disease,Do not discontinue abruptly,257.7,zF461mB,2026-03-13,Mild,Pending
